isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description
9780300116182,0300116187,Eva Hesse Drawing,"Menil collection (Houston, Tex.).;Eva Hesse;Drawing center (New York).;Drawing Center (New York, N.Y.);Walker Art Center (Minneapolis, Minn.).;Museum of Contemporary Art (Los Angeles, Calif.)",Art,http://books.google.com/books/content?id=OVotum-BiNAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Presents an exhibition catalog that contains reproductions of the artist's working drawings along with essays discussing her works and methodology.,2006.0,4.54,344.0,52.0,Eva Hesse Drawing,9780300116182 Presents an exhibition catalog that contains reproductions of the artist's working drawings along with essays discussing her works and methodology.
9780300119947,0300119941,The Annotated Waste Land with Eliot's Contemporary Prose,Thomas Stearns Eliot;Lawrence S. Rainey,Literary Criticism,http://books.google.com/books/content?id=1Kxoqxcz4WgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,The definitive edition of the most influential poem of the twentieth century,2006.0,4.11,304.0,218.0,The Annotated Waste Land with Eliot's Contemporary Prose,9780300119947 The definitive edition of the most influential poem of the twentieth century
9780306809576,0306809575,Sammlung,Mark Twain,Literary Collections,http://books.google.com/books/content?id=VCt--yh7cXYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,This book contains more than seventy-five essays on a variety of topics by Mark Twain.,2000.0,4.32,732.0,190.0,Sammlung,9780306809576 This book contains more than seventy-five essays on a variety of topics by Mark Twain.
9780307279460,0307279464,A Walk in the Woods,Bill Bryson,Sports & Recreation,http://books.google.com/books/content?id=TBJHPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Traces the author's adventurous trek along the Appalachian Trail past its natural pleasures, human eccentrics, and offbeat comforts.",2007.0,4.06,397.0,291489.0,A Walk in the Woods: Rediscovering America on the Appalachian Trail,"9780307279460 Traces the author's adventurous trek along the Appalachian Trail past its natural pleasures, human eccentrics, and offbeat comforts."
9780310214694,0310214696,Gifted Hands,Ben Carson;Cecil B. Murphey,Biography & Autobiography,http://books.google.com/books/content?id=GE9ETXQUuF0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Examines the life and career of the famous neurosurgeon.,1996.0,4.21,224.0,11328.0,Gifted Hands: The Ben Carson Story,9780310214694 Examines the life and career of the famous neurosurgeon.
9780310249870,0310249872,Fanning the Flame,Christopher J. H. Wright,Religion,http://books.google.com/books/content?id=U-tpkgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Bible, the cross, and the mission – by leading members of the evangelical Anglicans.",2003.0,5.0,336.0,1.0,"Fanning the Flame: Bible, Cross & Mission : Meeting the Challenge in a Changing World","9780310249870 The Bible, the cross, and the mission – by leading members of the evangelical Anglicans."
9780310254874,0310254876,The Church in Emerging Culture,Andy Crouch,Religion,http://books.google.com/books/content?id=yo8USz2i7RIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A feisty, entertaining, and educational conversation about the shape of the church of the 21st century.",2003.0,3.35,272.0,188.0,The Church in Emerging Culture: Five Perspectives,"9780310254874 A feisty, entertaining, and educational conversation about the shape of the church of the 21st century."
9780310262718,0310262712,Zondervan Handbook to the Bible,David Alexander;Pat Alexander,Religion,http://books.google.com/books/content?id=nbhjHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Study guide for the Bible.,2005.0,4.14,816.0,217.0,Zondervan Handbook to the Bible,9780310262718 Study guide for the Bible.
9780312010447,0312010443,How to Write a Damn Good Novel,James N. Frey,Language Arts & Disciplines,http://books.google.com/books/content?id=M2LVQXnSV_AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Covers characterization, plot, theme, conflicts, climax and resolution, point of view, dialogue, revision, and manuscript submission",1987.0,3.85,192.0,2093.0,How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling,"9780312010447 Covers characterization, plot, theme, conflicts, climax and resolution, point of view, dialogue, revision, and manuscript submission"
9780312085124,0312085125,James Herriot's Treasury for Children,James Herriot,Juvenile Nonfiction,http://books.google.com/books/content?id=Lcklm__RnqUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of the author's stories for children, including ""Moses the Kitten,"" ""The Market Square Dog,"" and ""Smudge, the Little Lost Lamb.""",1992.0,4.44,260.0,9772.0,James Herriot's Treasury for Children: Warm and Joyful Tales by the Author of All Creatures Great and Small,"9780312085124 A collection of the author's stories for children, including ""Moses the Kitten,"" ""The Market Square Dog,"" and ""Smudge, the Little Lost Lamb."""
9780312118181,031211818X,The Great Ape Project,Paola Cavalieri;Peter Singer,Nature,http://books.google.com/books/content?id=8RMSPt0kC_kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"With such assertions throughout, it is no wonder that The Great Ape Project has been embroiled in controversy even before its American publication.",1993.0,4.06,312.0,86.0,The Great Ape Project: Equality Beyond Humanity,"9780312118181 With such assertions throughout, it is no wonder that The Great Ape Project has been embroiled in controversy even before its American publication."
9780312172251,0312172257,Through the Dark Labyrinth,Gordon Bowker,Biography & Autobiography,http://books.google.com/books/content?id=VcVpQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Traces the life of Durrell, author of ""The Alexandria Quartet,"" and discusses the influence of Eastern religions on his work",1997.0,3.83,480.0,36.0,Through the Dark Labyrinth: A Biography of Lawrence Durrell,"9780312172251 Traces the life of Durrell, author of ""The Alexandria Quartet,"" and discusses the influence of Eastern religions on his work"
9780312181338,0312181337,Marilyn Manson,Kurt Reighley,Biography & Autobiography,http://books.google.com/books/content?id=rFd0xYYNSGcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents a biographical portrait of the band, focusing on their music, their antics and incidents on the road, and their often misunderstood message",1998.0,3.39,192.0,112.0,Marilyn Manson,"9780312181338 Presents a biographical portrait of the band, focusing on their music, their antics and incidents on the road, and their often misunderstood message"
9780312264895,0312264895,The Italian Girl,Patricia Hall,Fiction,http://books.google.com/books/content?id=LgUrHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Investigating a skeleton found near Bradfield, Michael Thackeray learns that the remains are those of a girl who went missing in 1953.",2000.0,3.4,208.0,33.0,The Italian Girl,"9780312264895 Investigating a skeleton found near Bradfield, Michael Thackeray learns that the remains are those of a girl who went missing in 1953."
9780312265816,0312265816,Enchanted Evening,M. M. Kaye,Biography & Autobiography,http://books.google.com/books/content?id=tsNdSys-9FMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author concludes her autobiography with stories of her life in England, India, and China in the years between the two World Wars.",2000.0,4.38,368.0,97.0,Enchanted Evening: Volume III of the Autobiography of M. M. Kaye,"9780312265816 The author concludes her autobiography with stories of her life in England, India, and China in the years between the two World Wars."
9780312270827,0312270828,The Satanic Verses,Salman Rushdie,Fiction,http://books.google.com/books/content?id=SPFPCBtIJpMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The explosion of a jetliner over India triggers an Apocalyptic battle that sweeps across the subcontinent. Reprint.,2000.0,3.71,561.0,41709.0,The Satanic Verses: A Novel,9780312270827 The explosion of a jetliner over India triggers an Apocalyptic battle that sweeps across the subcontinent. Reprint.
9780312306182,0312306180,Jenny and the Jaws of Life,Jincy Willett,Fiction,http://books.google.com/books/content?id=7a-814lNn40C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of stories about children, rapists, businessmen, and adulterers who move in and out of particular loves and specific desires.",2002.0,3.74,272.0,1285.0,Jenny and the Jaws of Life: Short Stories,"9780312306182 A collection of stories about children, rapists, businessmen, and adulterers who move in and out of particular loves and specific desires."
9780312311452,0312311451,The Pythons,Graham Chapman;John Cleese;Terry Gilliam;Michael Palin;Eric Idle;Terry Jones,Biography & Autobiography,http://books.google.com/books/content?id=3Q-XD02f4oQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Personal anecdotes, humorous reminiscences, and more than one thousand photographs and illustrations celebrate the popular comedy troupe that began in 1969.",2005.0,4.08,368.0,73.0,The Pythons: Autobiography,"9780312311452 Personal anecdotes, humorous reminiscences, and more than one thousand photographs and illustrations celebrate the popular comedy troupe that began in 1969."
9780312353766,0312353766,The Red Tent,Anita Diamant,Fiction,http://books.google.com/books/content?id=Saqfl3hXqfEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Based on the Book of Genesis, Dinah shares her perspective on religous practices and sexul politics.",2005.0,4.17,336.0,453899.0,The Red Tent: A Novel,"9780312353766 Based on the Book of Genesis, Dinah shares her perspective on religous practices and sexul politics."
9780312360269,0312360266,Marked,P. C. Cast;Kristin Cast,Juvenile Fiction,http://books.google.com/books/content?id=hcrXAQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sixteen-year-old Zoey Redbird is Marked as a fledging vampyre and joins the House of Night where she will train to become an adult vampyre.,2007.0,3.8,306.0,388266.0,Marked: A House of Night Novel,9780312360269 Sixteen-year-old Zoey Redbird is Marked as a fledging vampyre and joins the House of Night where she will train to become an adult vampyre.
9780312364526,0312364520,James Herriot's Dog Stories,James Herriot,Pets,http://books.google.com/books/content?id=kE2q3RvdDVEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Complete collection of 50 dog stories by James Herriot.,2006.0,4.4,464.0,5558.0,James Herriot's Dog Stories: Warm And Wonderful Stories About The Animals Herriot Loves Best,9780312364526 Complete collection of 50 dog stories by James Herriot.
9780312421687,0312421680,The Journey to the East,Hermann Hesse,Fiction,http://books.google.com/books/content?id=-cjM9WChgEcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The hero, a German choirmaster recalls an unfruitful pilgrimage to the East during his youth and begins to realize its hidden spiritual meanings. Reprint.",2003.0,3.7,128.0,7716.0,The Journey to the East: A Novel,"9780312421687 The hero, a German choirmaster recalls an unfruitful pilgrimage to the East during his youth and begins to realize its hidden spiritual meanings. Reprint."
9780312421977,0312421974,This Side of Brightness,Colum McCann,Fiction,http://books.google.com/books/content?id=50EMEL4s31MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Winter 2003,2003.0,3.85,304.0,2410.0,This Side of Brightness: A Novel,9780312421977 Winter 2003
9780312424442,0312424442,I Am Charlotte Simmons,Tom Wolfe,Fiction,http://books.google.com/books/content?id=1EPdr5xFKfsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"At Dupont University, an innocent college freshman named Charlotte Simmons learns that her intellect alone will not help her survive.",2005.0,3.41,738.0,20508.0,I Am Charlotte Simmons: A Novel,"9780312424442 At Dupont University, an innocent college freshman named Charlotte Simmons learns that her intellect alone will not help her survive."
9780312426453,0312426453,Limitations,Scott Turow,Fiction,http://books.google.com/books/content?id=hpol_mVahEYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"While presiding over a rape case, Judge George Mason questions his professional abilities and the law itself.",2006.0,3.33,208.0,1681.0,Limitations,"9780312426453 While presiding over a rape case, Judge George Mason questions his professional abilities and the law itself."
9780312966201,0312966202,The Lord God Made Them All,James Herriot,Biography & Autobiography,http://books.google.com/books/content?id=oGfN4s8XTL8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Yorkshire veterinarian captures the beauty of rural England, the joys and sorrows of its inhabitants, and the rewarding experiences of a country veterinarian",1998.0,4.41,373.0,12547.0,The Lord God Made Them All,"9780312966201 The Yorkshire veterinarian captures the beauty of rural England, the joys and sorrows of its inhabitants, and the rewarding experiences of a country veterinarian"
9780312968304,0312968302,"Thrones, Dominations",Dorothy L. Sayers;Jill Paton Walsh,Fiction,http://books.google.com/books/content?id=VNqOShbEM20C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Winter 1999,1999.0,3.88,322.0,162.0,"Thrones, Dominations",9780312968304 Winter 1999
9780313324529,0313324522,From Hinton to Hamlet,Sarah K. Herz;Donald R. Gallo,Literary Criticism,http://books.google.com/books/content?id=Wg77SNlqP6MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Text presents thematic groupings of titles built around current young adult literature for use in bridging to the classics.,2005.0,4.01,256.0,62.0,From Hinton to Hamlet: Building Bridges Between Young Adult Literature and the Classics,9780313324529 Text presents thematic groupings of titles built around current young adult literature for use in bridging to the classics.
